"Date","Time (LST/LDT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2022/09/27","14:24","4","358","5.4","23.7","1013.9","-","-"
"2022/09/27","14:30","3.3","354","4.2","23.7","1013.8","-","-"
"2022/09/27","14:36","2.8","5","3.9","23.7","1013.7","-","-"
"2022/09/27","14:42","2.8","9","4.6","23.9","1013.7","-","-"
"2022/09/27","14:48","2.5","20","4.4","23.8","1013.7","-","-"
"2022/09/27","14:54","2.7","13","3.6","23.7","1013.8","-","-"
"2022/09/27","15:00","2.8","15","3.5","23.8","1013.6","-","-"
"2022/09/27","15:06","3","6","3.5","23.8","1013.7","-","-"
"2022/09/27","15:12","2.7","5","3.8","23.8","1013.6","-","-"
"2022/09/27","15:18","2.4","9","4","23.8","1013.6","-","-"
"2022/09/27","15:24","2","18","3.3","23.9","1013.6","-","-"
"2022/09/27","15:30","1.7","348","3.2","24","1013.6","-","-"
"2022/09/27","15:36","2.1","336","3.8","23.9","1013.7","-","-"
"2022/09/27","15:42","2.3","334","3.8","24","1013.6","-","-"
"2022/09/27","15:48","2.7","335","3.4","24","1013.5","-","-"
"2022/09/27","15:54","1.8","358","3.2","24","1013.5","-","-"
"2022/09/27","16:00","2.9","334","3.3","24","1013.6","-","-"
"2022/09/27","16:06","3.2","323","3.9","24.1","1013.6","-","-"
"2022/09/27","16:12","2.4","331","3.7","24.1","1013.6","-","-"
"2022/09/27","16:18","2.5","353","3.5","23.9","1013.6","-","-"
"2022/09/27","16:24","2.6","8","3.5","23.9","1013.4","-","-"
"2022/09/27","16:30","2.6","7","3.3","23.9","1013.6","-","-"
"2022/09/27","16:36","2.2","8","3.1","23.9","1013.6","-","-"
"2022/09/27","16:42","3.1","11","3.4","23.8","1013.5","-","-"
"2022/09/27","16:48","2.8","353","3.6","23.9","1013.5","-","-"
"2022/09/27","16:54","3.3","348","4","23.9","1013.6","-","-"
"2022/09/27","17:00","3.2","345","3.8","23.8","1013.6","-","-"
"2022/09/27","17:06","2.6","339","3.5","23.8","1013.6","-","-"
"2022/09/27","17:12","2.9","329","3.9","23.8","1013.6","-","-"
"2022/09/27","17:18","2.6","349","3.5","23.8","1013.6","-","-"
"2022/09/27","17:24","3","345","3.7","23.5","1013.6","-","-"
"2022/09/27","17:30","3.3","336","3.9","23.5","1013.6","-","-"
"2022/09/27","17:36","3.3","346","3.9","23.4","1013.6","-","-"
"2022/09/27","17:42","2.6","334","3.6","23.5","1013.7","-","-"
"2022/09/27","17:48","3","342","3.4","23.3","1013.7","-","-"
"2022/09/27","17:54","3.4","343","4.1","23.2","1013.9","-","-"
"2022/09/27","18:00","3.1","338","3.8","23.2","1013.9","-","-"
"2022/09/27","18:06","2.2","335","3.1","23.2","1014","-","-"
"2022/09/27","18:12","2.3","327","3.5","23.1","1014.1","-","-"
"2022/09/27","18:18","2.1","326","3","23.1","1014.1","-","-"
"2022/09/27","18:24","2.1","325","2.5","23.1","1014.3","-","-"
"2022/09/27","18:30","2","329","2.5","23","1014.3","-","-"
"2022/09/27","18:36","1.8","324","2.6","23","1014.4","-","-"
"2022/09/27","18:42","1.4","317","2.3","22.9","1014.4","-","-"
"2022/09/27","18:48","1.1","322","2","22.9","1014.4","-","-"
"2022/09/27","18:54","1.2","320","1.5","22.8","1014.3","-","-"
"2022/09/27","19:00","1.2","319","1.6","22.8","1014.4","-","-"
"2022/09/27","19:06","1.2","309","1.9","22.7","1014.5","-","-"
"2022/09/27","19:12","1.2","302","1.7","22.7","1014.6","-","-"
"2022/09/27","19:18","1","306","1.6","22.7","1014.6","-","-"
"2022/09/27","19:24","1.1","304","1.4","22.7","1014.8","-","-"
"2022/09/27","19:30","0.7","273","1.1","22.7","1014.8","-","-"
"2022/09/27","19:36","0.7","266","0.9","22.6","1014.9","-","-"
"2022/09/27","19:42","0.8","267","1.3","22.5","1015","-","-"
"2022/09/27","19:48","0.5","309","1","22.6","1015.1","-","-"
"2022/09/27","19:54","0.7","298","1.5","22.6","1015.2","-","-"
"2022/09/27","20:00","1.1","297","1.7","22.5","1015.1","-","-"
"2022/09/27","20:06","1.3","304","1.8","22.4","1015.4","-","-"
"2022/09/27","20:12","1.4","308","1.8","22.3","1015.3","-","-"
"2022/09/27","20:18","0.9","312","1.8","22.3","1015.5","-","-"
"2022/09/27","20:24","0.6","309","1.2","22.2","1015.5","-","-"
"2022/09/27","20:30","1","313","1.4","22.1","1015.5","-","-"
"2022/09/27","20:36","1.2","316","1.6","22","1015.6","-","-"
"2022/09/27","20:42","1.4","306","1.6","21.9","1015.7","-","-"
"2022/09/27","20:48","1.4","317","1.7","21.8","1015.8","-","-"
"2022/09/27","20:54","1.1","312","1.5","21.7","1015.9","-","-"
"2022/09/27","21:00","0.9","308","1.4","21.8","1016","-","-"
"2022/09/27","21:06","1.4","298","1.8","21.8","1016.1","-","-"
"2022/09/27","21:12","1.8","300","2.3","21.8","1016","-","-"
"2022/09/27","21:18","1.4","300","2","21.6","1016","-","-"
"2022/09/27","21:24","1.1","288","2.2","21.7","1016.2","-","-"
"2022/09/27","21:30","1.1","285","1.5","21.6","1016.3","-","-"
"2022/09/27","21:36","0.6","301","1.3","21.6","1016.3","-","-"
"2022/09/27","21:42","1.5","309","1.8","21.3","1016.3","-","-"
"2022/09/27","21:48","1.8","298","2.4","21.2","1016.5","-","-"
"2022/09/27","21:54","1.6","290","2.2","21.3","1016.4","-","-"
"2022/09/27","22:00","2.5","303","2.9","21.2","1016.5","-","-"
"2022/09/27","22:06","2.2","307","2.9","21.2","1016.5","-","-"
"2022/09/27","22:12","2.5","301","3","21.2","1016.6","-","-"
"2022/09/27","22:18","1.9","308","2.8","21.1","1016.6","-","-"
"2022/09/27","22:24","1.9","323","2.5","21.1","1016.4","-","-"
"2022/09/27","22:30","2.2","317","2.6","20.9","1016.5","-","-"
"2022/09/27","22:36","2","320","2.8","20.9","1016.5","-","-"
"2022/09/27","22:42","1.9","315","2.3","20.9","1016.5","-","-"
"2022/09/27","22:48","1.9","312","2.5","21","1016.5","-","-"
"2022/09/27","22:54","1.9","318","2.4","20.9","1016.5","-","-"
"2022/09/27","23:00","2","323","2.5","20.8","1016.5","-","-"
"2022/09/27","23:06","2.6","319","3","20.6","1016.6","-","-"
"2022/09/27","23:12","2.7","322","3.4","20.3","1016.6","-","-"
"2022/09/27","23:18","2.4","315","2.9","20.2","1016.7","-","-"
"2022/09/27","23:24","1.8","312","2.8","20.3","1016.7","-","-"
"2022/09/27","23:30","1.9","318","2.4","20.3","1016.7","-","-"
"2022/09/27","23:36","2","313","2.6","20.3","1016.9","-","-"
"2022/09/27","23:42","2","309","3.1","20.3","1016.9","-","-"
"2022/09/27","23:48","2.1","311","2.6","20.2","1016.9","-","-"
"2022/09/27","23:54","2.2","319","3","20.1","1016.9","-","-"
"2022/09/28","00:00","1.9","328","3.1","20","1017.1","-","-"
"2022/09/28","00:06","2.3","331","2.8","19.7","1017.1","-","-"
"2022/09/28","00:12","2.1","332","3.1","19.6","1017.2","-","-"
"2022/09/28","00:18","2.5","330","3.6","19.6","1017.2","-","-"
"2022/09/28","00:24","2.1","328","2.5","19.7","1017.2","-","-"
"2022/09/28","00:30","2.5","330","3.5","19.7","1017.2","-","-"
"2022/09/28","00:36","3","333","3.9","19.4","1017.3","-","-"
"2022/09/28","00:42","4.5","344","5.4","19.4","1017.2","-","-"
"2022/09/28","00:48","4.2","340","6.3","19.2","1017","-","-"
"2022/09/28","00:54","3.9","336","5.5","19.5","1017.1","-","-"
"2022/09/28","01:00","4","336","5.3","19.5","1017.2","-","-"
"2022/09/28","01:06","3.7","335","5.3","19.5","1017.2","-","-"
"2022/09/28","01:12","4.5","352","5.9","19.7","1017.2","-","-"
"2022/09/28","01:18","6.3","5","7.2","19.9","1017.2","-","-"
"2022/09/28","01:24","6.5","2","7.6","20","1017.2","-","-"
"2022/09/28","01:30","6.2","3","7.9","20","1017.3","-","-"
"2022/09/28","01:36","6.6","1","7.5","19.9","1017.3","-","-"
"2022/09/28","01:42","6.6","358","8","19.8","1017.2","-","-"
"2022/09/28","01:48","6.9","4","8.1","19.7","1017.2","-","-"
"2022/09/28","01:54","6.5","1","8.4","19.6","1017.3","-","-"
"2022/09/28","02:00","5.7","6","7.4","19.5","1017.4","-","-"
"2022/09/28","02:06","5.8","4","6.9","19.5","1017.4","-","-"
"2022/09/28","02:12","5.3","5","6.4","19.5","1017.4","-","-"
"2022/09/28","02:18","5.4","8","6.1","19.5","1017.4","-","-"
"2022/09/28","02:24","5","5","6.1","19.5","1017.5","-","-"
"2022/09/28","02:30","5.5","7","6.5","19.6","1017.4","-","-"
"2022/09/28","02:36","5.4","8","6.4","19.6","1017.5","-","-"
"2022/09/28","02:42","5.2","7","6.5","19.5","1017.6","-","-"
"2022/09/28","02:48","5","10","6.2","19.4","1017.5","-","-"
"2022/09/28","02:54","6.2","355","8.2","19.2","1017.8","-","-"
"2022/09/28","03:00","6","1","7.3","19","1017.8","-","-"
"2022/09/28","03:06","6","3","7","18.7","1017.8","-","-"
"2022/09/28","03:12","5.5","356","7.2","18.5","1017.8","-","-"
"2022/09/28","03:18","6","4","7.4","18.5","1017.7","-","-"
"2022/09/28","03:24","5.1","355","7.1","18.3","1017.8","-","-"
"2022/09/28","03:30","5.9","356","6.6","18.1","1017.8","-","-"
"2022/09/28","03:36","8","3","10.2","18.1","1017.8","-","-"
"2022/09/28","03:42","6.7","3","8.6","17.9","1017.8","-","-"
"2022/09/28","03:48","8.5","2","10","17.9","1017.7","-","-"
"2022/09/28","03:54","8.2","3","10.4","17.8","1017.7","-","-"
"2022/09/28","04:00","8.8","1","11.3","17.7","1017.8","-","-"
"2022/09/28","04:06","8.1","1","10","17.5","1017.7","-","-"
"2022/09/28","04:12","8.3","5","10.6","17.4","1017.7","-","-"
"2022/09/28","04:18","9.4","3","11.2","17.3","1017.7","-","-"
"2022/09/28","04:24","8.4","3","10.7","17.1","1017.8","-","-"
"2022/09/28","04:30","7.5","2","11.1","17","1017.9","-","-"
"2022/09/28","04:36","8","7","9.9","17","1017.8","-","-"
"2022/09/28","04:42","7.6","3","9.5","17","1017.9","-","-"
"2022/09/28","04:48","7.7","2","9.5","16.8","1017.8","-","-"
"2022/09/28","04:54","8.2","358","10.1","16.8","1017.9","-","-"
"2022/09/28","05:00","7.5","2","10.2","16.6","1018","-","-"
"2022/09/28","05:06","7.5","5","9.6","16.6","1018.1","-","-"
"2022/09/28","05:12","8","2","9.5","16.5","1018.2","-","-"
"2022/09/28","05:18","7.4","1","9","16.4","1018.2","-","-"
"2022/09/28","05:24","8.2","4","10.2","16.3","1018.3","-","-"
"2022/09/28","05:30","8.1","0","10.2","16.3","1018.4","-","-"
"2022/09/28","05:36","8.2","5","9.8","16.3","1018.4","-","-"
"2022/09/28","05:42","7.5","5","9.9","16.3","1018.4","-","-"
"2022/09/28","05:48","7.6","5","9.1","16.1","1018.6","-","-"
"2022/09/28","05:54","7.3","3","10.8","16","1018.5","-","-"
"2022/09/28","06:00","7.4","5","8.6","15.9","1018.6","-","-"
"2022/09/28","06:06","8.1","5","9.8","15.9","1018.6","-","-"
"2022/09/28","06:12","8","4","9.9","15.8","1018.5","-","-"
"2022/09/28","06:18","7.9","4","9.8","15.6","1018.5","-","-"
"2022/09/28","06:24","8.1","4","10.3","15.7","1018.4","-","-"
"2022/09/28","06:30","7.9","4","10.1","15.7","1018.5","-","-"
"2022/09/28","06:36","8","6","10.7","15.6","1018.5","-","-"
"2022/09/28","06:42","8.5","7","9.7","15.7","1018.5","-","-"
"2022/09/28","06:48","7.9","4","10","15.8","1018.5","-","-"
"2022/09/28","06:54","7.3","4","10.2","15.6","1018.7","-","-"
"2022/09/28","07:00","7.4","7","9.7","15.7","1018.8","-","-"
"2022/09/28","07:06","7.6","7","9.7","15.7","1018.9","-","-"
"2022/09/28","07:12","7.8","7","9.4","15.4","1018.9","-","-"
"2022/09/28","07:18","8","9","10","15.5","1018.9","-","-"
"2022/09/28","07:24","7.9","9","9.5","15.5","1018.9","-","-"
"2022/09/28","07:30","8.1","5","9","15.4","1018.9","-","-"
"2022/09/28","07:36","7.4","10","10.4","15.5","1019","-","-"
"2022/09/28","07:42","8","11","9.4","15.7","1019","-","-"
"2022/09/28","07:48","8","9","9.7","15.7","1019.1","-","-"
"2022/09/28","07:54","7.6","11","10.2","15.8","1019","-","-"
"2022/09/28","08:00","7.6","10","10.1","15.7","1019.1","-","-"
"2022/09/28","08:06","7.8","9","10.9","15.7","1019.1","-","-"
"2022/09/28","08:12","9.3","7","11","15.6","1019.2","-","-"
"2022/09/28","08:18","8.5","7","10.9","15.7","1019.2","-","-"
"2022/09/28","08:24","9","9","10.9","15.9","1019.3","-","-"
"2022/09/28","08:30","8.6","10","11","15.9","1019.3","-","-"
"2022/09/28","08:36","7.9","14","10","16.2","1019.2","-","-"
"2022/09/28","08:42","8.5","6","10.8","16.2","1019.4","-","-"
"2022/09/28","08:48","7.6","10","9.5","16.4","1019.4","-","-"
"2022/09/28","08:54","9.3","12","10.8","16.5","1019.5","-","-"
"2022/09/28","09:00","8.4","15","10.5","16.8","1019.7","-","-"
"2022/09/28","09:06","9.4","13","11.3","17","1019.8","-","-"
"2022/09/28","09:12","9.1","18","10.6","17.2","1019.8","-","-"
"2022/09/28","09:18","9.4","10","11.7","17.4","1019.8","-","-"
"2022/09/28","09:24","9.5","13","11.5","17.7","1019.9","-","-"
"2022/09/28","09:30","9","9","10.8","17.8","1019.9","-","-"
"2022/09/28","09:36","9.4","8","11","17.7","1019.9","-","-"
"2022/09/28","09:42","8.2","12","10.7","18","1020.1","-","-"
"2022/09/28","09:48","7.5","11","10.2","18.2","1020","-","-"
"2022/09/28","09:54","8.5","7","10.1","17.9","1020.1","-","-"
"2022/09/28","10:00","8.6","6","10.4","18.1","1020","-","-"
"2022/09/28","10:06","9.4","10","11.3","18.2","1020.1","-","-"
"2022/09/28","10:12","8.5","7","11.5","18.3","1020.2","-","-"
"2022/09/28","10:18","8.4","9","10.9","18.5","1020.1","-","-"
"2022/09/28","10:24","9.1","14","10.2","18.5","1020.3","-","-"
"2022/09/28","10:30","9.8","14","10.9","18.5","1020.3","-","-"
"2022/09/28","10:36","9.3","11","11.4","18.7","1020.4","-","-"
"2022/09/28","10:42","9.1","14","11.7","19","1020.5","-","-"
"2022/09/28","10:48","8.3","15","10.7","19","1020.6","-","-"
"2022/09/28","10:54","7.8","14","9.7","19","1020.6","-","-"
"2022/09/28","11:00","6.7","12","9.4","19.2","1020.6","-","-"
"2022/09/28","11:06","8.5","22","10.2","19.1","1020.5","-","-"
"2022/09/28","11:12","8.4","15","11.2","19.2","1020.5","-","-"
"2022/09/28","11:18","8","8","9.8","19.2","1020.5","-","-"
"2022/09/28","11:24","7.8","9","9.1","19.3","1020.4","-","-"
"2022/09/28","11:30","7.6","5","9.9","19.3","1020.4","-","-"
"2022/09/28","11:36","6.8","3","8.6","19.6","1020.3","-","-"
"2022/09/28","11:42","6.3","14","8.8","19.6","1020.3","-","-"
"2022/09/28","11:48","7.2","10","8.4","19.7","1020.2","-","-"
"2022/09/28","11:54","8.2","19","9","19.9","1020.2","-","-"
"2022/09/28","12:00","7.2","19","9.8","20.1","1020.2","-","-"
"2022/09/28","12:06","6.8","12","8.8","20.2","1020.2","-","-"
"2022/09/28","12:12","7.1","4","8","20.1","1020.1","-","-"
"2022/09/28","12:18","6.5","9","7.6","20.4","1020","-","-"
"2022/09/28","12:24","6.6","16","7.7","20.3","1020","-","-"
"2022/09/28","12:30","6.5","6","8.2","20.5","1020.1","-","-"
"2022/09/28","12:36","7","4","8.3","20.5","1020","-","-"
"2022/09/28","12:42","7.3","10","8.7","20.7","1020.1","-","-"
"2022/09/28","12:48","7","11","9","20.6","1020.2","-","-"
"2022/09/28","12:54","7.4","14","8.2","20.8","1020","-","-"
"2022/09/28","13:00","6.4","8","8.2","21","1019.9","-","-"
"2022/09/28","13:06","7.3","14","8.8","20.8","1019.9","-","-"
"2022/09/28","13:12","7.2","19","8.7","20.9","1019.8","-","-"
"2022/09/28","13:18","5.9","12","7.7","21","1019.7","-","-"
"2022/09/28","13:24","5.9","6","7.7","21","1019.8","-","-"
"2022/09/28","13:30","5.7","2","7.2","21","1019.8","-","-"
"2022/09/28","13:36","5.6","4","7.5","21","1019.7","-","-"
"2022/09/28","13:42","5.6","13","7.3","21.2","1019.7","-","-"
"2022/09/28","13:48","5.5","4","7.4","21.3","1019.6","-","-"
"2022/09/28","13:54","6.9","5","7.9","21.2","1019.6","-","-"
"2022/09/28","14:00","6.8","7","8.3","21.2","1019.6","-","-"
"2022/09/28","14:06","5.7","7","7.5","21.3","1019.4","-","-"
"2022/09/28","14:12","7.1","8","8.2","21.3","1019.4","-","-"
"2022/09/28","14:18","6.7","9","8.5","21.4","1019.3","-","-"
"2022/09/28","14:24","7.2","16","8.2","21.4","1019.3","-","-"
"2022/09/28","14:30","6.4","18","8.4","21.4","1019.2","-","-"
"2022/09/28","14:36","6.5","13","8.3","21.6","1019.1","-","-"
"2022/09/28","14:42","5.2","11","7.8","21.6","1019.2","-","-"
"2022/09/28","14:48","6.3","5","7.7","21.6","1019.2","-","-"
"2022/09/28","14:54","6.7","5","7.6","21.5","1019.1","-","-"
"2022/09/28","15:00","6.6","10","8.3","21.5","1019","-","-"
"2022/09/28","15:06","6.2","12","7.5","21.7","1019","-","-"
"2022/09/28","15:12","6.8","14","8.1","21.6","1018.9","-","-"
"2022/09/28","15:18","6.4","12","8","21.7","1018.9","-","-"
"2022/09/28","15:24","6.6","6","7.7","21.7","1018.9","-","-"
"2022/09/28","15:30","6.4","5","7.8","21.8","1018.8","-","-"
"2022/09/28","15:36","5.8","19","7.6","21.9","1018.8","-","-"
"2022/09/28","15:42","6.2","27","7.7","21.8","1018.8","-","-"
"2022/09/28","15:48","6.6","16","8.1","21.9","1018.7","-","-"
"2022/09/28","15:54","5.9","15","7.4","21.8","1018.7","-","-"
"2022/09/28","16:00","6","356","7.5","22","1018.7","-","-"
"2022/09/28","16:06","7","2","8","21.9","1018.7","-","-"
"2022/09/28","16:12","6.1","5","7.6","21.9","1018.7","-","-"
"2022/09/28","16:18","5.9","6","8.3","21.9","1018.7","-","-"
"2022/09/28","16:24","6.4","5","8.2","21.9","1018.9","-","-"
"2022/09/28","16:30","6.6","14","8.1","22","1018.8","-","-"
"2022/09/28","16:36","6.9","7","8.1","22","1018.8","-","-"
"2022/09/28","16:42","6.6","8","8.3","21.9","1018.8","-","-"
"2022/09/28","16:48","7.3","7","8.3","21.8","1018.9","-","-"
"2022/09/28","16:54","7.5","5","8.7","21.8","1018.9","-","-"
"2022/09/28","17:00","7.1","6","8.7","21.7","1018.9","-","-"
"2022/09/28","17:06","6.1","7","8.3","21.8","1018.9","-","-"
"2022/09/28","17:12","6.5","10","7.5","21.7","1018.9","-","-"
"2022/09/28","17:18","6.8","10","8.4","21.6","1018.8","-","-"
"2022/09/28","17:24","6.3","8","7.8","21.6","1018.8","-","-"
"2022/09/28","17:30","7.4","15","8.6","21.6","1018.9","-","-"
"2022/09/28","17:36","5.6","7","8.3","21.6","1018.8","-","-"
"2022/09/28","17:42","6.8","8","7.9","21.5","1018.9","-","-"
"2022/09/28","17:48","6.2","13","7.5","21.5","1018.9","-","-"
"2022/09/28","17:54","5.5","7","7.3","21.4","1018.9","-","-"
"2022/09/28","18:00","6.1","13","7.3","21.4","1018.9","-","-"
"2022/09/28","18:06","6.7","14","8.3","21.4","1019","-","-"
"2022/09/28","18:12","7.4","10","8.3","21.4","1019","-","-"
"2022/09/28","18:18","6.4","10","8.5","21.4","1019","-","-"
"2022/09/28","18:24","6.8","10","8.2","21.3","1019.1","-","-"
"2022/09/28","18:30","6.4","10","8.2","21.2","1019.2","-","-"
"2022/09/28","18:36","6.2","7","8.7","21.1","1019.2","-","-"
"2022/09/28","18:42","6.2","9","7.6","21","1019.2","-","-"
"2022/09/28","18:48","6.5","9","7.5","21","1019.1","-","-"
"2022/09/28","18:54","6.5","10","7.8","20.9","1019","-","-"
"2022/09/28","19:00","6.9","11","8.2","21","1019","-","-"
"2022/09/28","19:06","7.6","13","8.6","21","1019.1","-","-"
"2022/09/28","19:12","5.9","12","8.2","21","1019.2","-","-"
"2022/09/28","19:18","6.4","11","7.4","20.9","1019.2","-","-"
"2022/09/28","19:24","6.7","9","8.7","20.9","1019.2","-","-"
"2022/09/28","19:30","6.5","8","7.6","20.8","1019.3","-","-"
"2022/09/28","19:36","6.6","3","8.1","20.6","1019.3","-","-"
"2022/09/28","19:42","6.1","5","7.3","20.4","1019.4","-","-"
"2022/09/28","19:48","6.4","1","7.5","20.1","1019.5","-","-"
"2022/09/28","19:54","6.1","3","7.3","20","1019.5","-","-"
"2022/09/28","20:00","5.6","357","7.2","19.9","1019.5","-","-"
"2022/09/28","20:06","6.3","6","7.9","20","1019.5","-","-"
"2022/09/28","20:12","6.3","5","8.3","19.9","1019.5","-","-"
"2022/09/28","20:18","6.7","3","8","19.9","1019.5","-","-"
"2022/09/28","20:24","6.8","4","8.9","19.7","1019.6","-","-"
"2022/09/28","20:30","7.1","4","9.2","19.8","1019.6","-","-"
"2022/09/28","20:36","8","4","10","19.7","1019.6","-","-"
"2022/09/28","20:42","7.5","2","9.8","19.7","1019.6","-","-"
"2022/09/28","20:48","8.1","0","9.8","19.7","1019.7","-","-"
"2022/09/28","20:54","8.5","5","10.1","19.6","1019.7","-","-"
"2022/09/28","21:00","8.8","4","11.4","19.7","1019.7","-","-"
"2022/09/28","21:06","8.2","8","11.5","19.6","1019.8","-","-"
"2022/09/28","21:12","9.4","4","11.3","19.6","1019.9","-","-"
"2022/09/28","21:18","8.9","5","12.1","19.5","1020","-","-"
"2022/09/28","21:24","7.9","8","10.6","19.4","1020","-","-"
"2022/09/28","21:30","8.4","3","10.2","19.4","1019.9","-","-"
"2022/09/28","21:36","8","5","11.1","19.3","1019.9","-","-"
"2022/09/28","21:42","8.4","7","10.7","19.2","1019.9","-","-"
"2022/09/28","21:48","8.3","10","10.3","19.3","1020","-","-"
"2022/09/28","21:54","8.6","6","10.6","19.2","1020.1","-","-"
"2022/09/28","22:00","8.8","8","10.3","19.2","1020","-","-"
"2022/09/28","22:06","8.5","10","10.4","19.2","1020","-","-"
"2022/09/28","22:12","8","4","10.8","19.1","1020","-","-"
"2022/09/28","22:18","8","6","10.4","19","1020","-","-"
"2022/09/28","22:24","8.9","11","10.2","19","1020.1","-","-"
"2022/09/28","22:30","7.3","7","9.7","18.9","1019.9","-","-"
"2022/09/28","22:36","8.2","12","10.5","18.8","1020","-","-"
"2022/09/28","22:42","8","8","11","18.7","1020.2","-","-"
"2022/09/28","22:48","7.9","11","9.8","18.7","1020.2","-","-"
"2022/09/28","22:54","8.7","7","10.1","18.6","1020.3","-","-"
"2022/09/28","23:00","8","9","10.3","18.6","1020.3","-","-"
"2022/09/28","23:06","8.6","11","9.9","18.4","1020.3","-","-"
"2022/09/28","23:12","7.4","9","9.3","18.5","1020.3","-","-"
"2022/09/28","23:18","7.9","7","9.3","18.2","1020.3","-","-"
"2022/09/28","23:24","6.6","6","9.2","18.3","1020.4","-","-"
"2022/09/28","23:30","6","3","8.6","18.1","1020.3","-","-"
"2022/09/28","23:36","8.3","4","9.6","18","1020.3","-","-"
"2022/09/28","23:42","7.3","3","10.2","17.9","1020.2","-","-"
"2022/09/28","23:48","8.1","8","10.2","17.9","1020.2","-","-"
"2022/09/28","23:54","7.3","5","9","17.9","1020.2","-","-"
"2022/09/29","00:00","7.5","7","9.8","17.9","1020.2","-","-"
"2022/09/29","00:06","8.2","8","9.7","18","1020.2","-","-"
"2022/09/29","00:12","7.2","6","9.1","17.9","1020.2","-","-"
"2022/09/29","00:18","7.5","11","10.3","18","1020.1","-","-"
"2022/09/29","00:24","9.2","10","11","18.2","1020.1","-","-"
"2022/09/29","00:30","9.4","12","11.5","18.1","1020","-","-"
"2022/09/29","00:36","9.5","11","11.7","18.3","1019.8","-","-"
"2022/09/29","00:42","9.2","9","11.5","18.2","1019.8","-","-"
"2022/09/29","00:48","8.8","10","11.6","18.4","1019.7","-","-"
"2022/09/29","00:54","9","11","11.2","18.5","1019.7","-","-"
"2022/09/29","01:00","9.8","13","12.6","18.5","1019.6","-","-"
"2022/09/29","01:06","11.1","17","12.3","18.9","1019.5","-","-"
"2022/09/29","01:12","11.2","21","14.6","19.1","1019.6","-","-"
"2022/09/29","01:18","11.6","16","14.1","19","1019.6","-","-"
"2022/09/29","01:24","10.6","14","13.3","18.9","1019.6","-","-"
"2022/09/29","01:30","11.1","13","13.2","18.8","1019.6","-","-"
"2022/09/29","01:36","10","15","13.7","19","1019.7","-","-"
"2022/09/29","01:42","10.8","15","12.7","18.9","1019.7","-","-"
"2022/09/29","01:48","9.9","16","13","18.8","1019.7","-","-"
"2022/09/29","01:54","9.8","14","11.9","18.8","1019.7","-","-"
"2022/09/29","02:00","10.1","13","11.6","18.7","1019.7","-","-"
"2022/09/29","02:06","10.6","13","12.9","18.7","1019.8","-","-"
"2022/09/29","02:12","10.2","13","12.5","18.6","1019.8","-","-"
"2022/09/29","02:18","8.6","12","12.1","18.4","1019.7","-","-"
"2022/09/29","02:24","7.4","6","11.2","18.3","1019.6","-","-"
"2022/09/29","02:30","8.4","7","11.4","18.2","1019.5","-","-"
"2022/09/29","02:36","10.1","12","11.3","18.3","1019.3","-","-"
"2022/09/29","02:42","8.3","8","11.7","18.2","1019.1","-","-"
"2022/09/29","02:48","9.5","9","11.6","18","1019","-","-"
"2022/09/29","02:54","8.2","7","11.2","18.1","1019","-","-"
"2022/09/29","03:00","10","10","11.6","18","1019","-","-"
"2022/09/29","03:06","10.2","12","11.9","18","1018.8","-","-"
"2022/09/29","03:12","11.1","12","12.5","18.2","1018.8","-","-"
"2022/09/29","03:18","10.8","12","13.2","18.1","1018.7","-","-"
"2022/09/29","03:24","9.9","10","12.1","18.1","1018.7","-","-"
"2022/09/29","03:30","8.6","11","13.1","18.1","1018.5","-","-"
"2022/09/29","03:36","10.7","11","12.6","18","1018.4","-","-"
"2022/09/29","03:42","9.2","7","12.2","17.9","1018.5","-","-"
"2022/09/29","03:48","10.6","9","12.9","17.8","1018.4","-","-"
"2022/09/29","03:54","8.7","9","11.7","17.7","1018.4","-","-"
"2022/09/29","04:00","9.2","10","11.7","17.7","1018.4","-","-"
"2022/09/29","04:06","10","6","11.8","17.8","1018.3","-","-"
"2022/09/29","04:12","9.6","7","12.5","17.7","1018.2","-","-"
"2022/09/29","04:18","10.3","8","13.2","17.6","1018","-","-"
"2022/09/29","04:24","10.2","6","13.2","17.4","1018","-","-"
"2022/09/29","04:30","10.5","8","13.1","17.5","1018.1","-","-"
"2022/09/29","04:36","10.2","5","13.3","17.4","1018.2","-","-"
"2022/09/29","04:42","9.5","11","12.7","17.4","1017.9","-","-"
"2022/09/29","04:48","9.7","8","12.6","17.3","1018.1","-","-"
"2022/09/29","04:54","10.2","4","13","17.3","1018.1","-","-"
"2022/09/29","05:00","10","10","11.3","17.3","1018","-","-"
"2022/09/29","05:06","10.2","9","13.1","17.4","1018.1","-","-"
"2022/09/29","05:12","10.5","12","13.4","17.4","1018.1","-","-"
"2022/09/29","05:18","10.1","10","12.8","17.4","1018.1","-","-"
"2022/09/29","05:24","10.1","8","14.1","17.4","1018.2","-","-"
"2022/09/29","05:30","11.7","11","14.6","17.3","1018.3","-","-"
"2022/09/29","05:36","11.5","13","14.1","17.3","1018.2","-","-"
"2022/09/29","05:42","11.7","10","15.6","17.3","1018.3","-","-"
"2022/09/29","05:48","8.7","9","11.7","17.5","1018.5","-","-"
