"Date","Time (LST/LDT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2022/09/22","00:00","3.8","157","4.6","27.4","1013.2","-","-"
"2022/09/22","00:06","4.1","161","4.8","27.4","1013.2","-","-"
"2022/09/22","00:12","4.1","153","4.9","27.4","1013.1","-","-"
"2022/09/22","00:18","3.9","158","4.7","27.4","1013.1","-","-"
"2022/09/22","00:24","4.1","153","4.5","27.3","1013","-","-"
"2022/09/22","00:30","4.2","171","4.6","27.3","1013","-","-"
"2022/09/22","00:36","3.8","170","4.4","27.3","1013","-","-"
"2022/09/22","00:42","3.5","171","4","27.3","1012.9","-","-"
"2022/09/22","00:48","3.9","173","4.6","27.3","1012.8","-","-"
"2022/09/22","00:54","3.9","179","4.3","27.3","1012.8","-","-"
"2022/09/22","01:00","3.6","173","4.1","27.3","1012.7","-","-"
"2022/09/22","01:06","3.5","181","3.9","27.3","1012.7","-","-"
"2022/09/22","01:12","3.3","176","3.5","27.3","1012.7","-","-"
"2022/09/22","01:18","3.6","177","4","27.3","1012.5","-","-"
"2022/09/22","01:24","3.7","172","3.9","27.3","1012.4","-","-"
"2022/09/22","01:30","4.1","175","4.5","27.3","1012.4","-","-"
"2022/09/22","01:36","3.3","189","4.2","27.2","1012.4","-","-"
"2022/09/22","01:42","3.5","181","3.9","27.2","1012.4","-","-"
"2022/09/22","01:48","3.3","178","3.8","27.2","1012.3","-","-"
"2022/09/22","01:54","3.2","180","3.8","27.2","1012.2","-","-"
"2022/09/22","02:00","1.6","226","3.5","26.6","1012.2","-","-"
"2022/09/22","02:06","2","233","2.3","26.5","1012.2","-","-"
"2022/09/22","02:12","1.7","248","2.7","26.2","1012.1","-","-"
"2022/09/22","02:18","1.5","264","2","25.8","1012.1","-","-"
"2022/09/22","02:24","1.4","266","1.9","25.6","1012","-","-"
"2022/09/22","02:30","1.3","266","1.9","25.5","1012","-","-"
"2022/09/22","02:36","1.1","261","1.7","25.3","1011.9","-","-"
"2022/09/22","02:42","1.2","257","1.7","25.3","1011.8","-","-"
"2022/09/22","02:48","1.4","251","1.7","25.3","1011.7","-","-"
"2022/09/22","02:54","1.6","237","2","25.2","1011.5","-","-"
"2022/09/22","03:00","1.5","224","1.9","25.4","1011.5","-","-"
"2022/09/22","03:06","1.6","250","2.1","25.2","1011.5","-","-"
"2022/09/22","03:12","1.3","250","2","25","1011.4","-","-"
"2022/09/22","03:18","1.6","269","2.2","24.9","1011.4","-","-"
"2022/09/22","03:24","1.7","278","2.2","24.7","1011.4","-","-"
"2022/09/22","03:30","2.1","284","2.4","24.6","1011.4","-","-"
"2022/09/22","03:36","2.2","284","2.6","24.6","1011.4","-","-"
"2022/09/22","03:42","2","275","2.5","24.7","1011.3","-","-"
"2022/09/22","03:48","2.2","272","2.6","24.6","1011.2","-","-"
"2022/09/22","03:54","1.8","270","2.4","24.6","1011.1","-","-"
"2022/09/22","04:00","1.8","269","2.2","24.5","1011.1","-","-"
"2022/09/22","04:06","1.8","263","2.4","24.6","1011","-","-"
"2022/09/22","04:12","1.6","265","2","24.6","1011.1","-","-"
"2022/09/22","04:18","1.5","258","1.9","24.7","1011","-","-"
"2022/09/22","04:24","1.9","263","2.3","24.6","1011","-","-"
"2022/09/22","04:30","2","266","2.3","24.6","1011","-","-"
"2022/09/22","04:36","1.5","266","2.1","24.6","1011.1","-","-"
"2022/09/22","04:42","1.3","259","2","24.6","1011.1","-","-"
"2022/09/22","04:48","1","260","1.7","24.7","1011.1","-","-"
"2022/09/22","04:54","1.7","267","2.3","24.5","1011","-","-"
"2022/09/22","05:00","1.7","280","2.2","24.4","1011","-","-"
"2022/09/22","05:06","1.7","278","2.4","24.3","1010.9","-","-"
"2022/09/22","05:12","1.9","278","2.2","24.3","1010.9","-","-"
"2022/09/22","05:18","1.6","281","1.9","24.3","1011","-","-"
"2022/09/22","05:24","1.7","277","1.9","24.2","1011","-","-"
"2022/09/22","05:30","1.6","268","2","24.2","1010.9","-","-"
"2022/09/22","05:36","1.4","270","2","24.3","1010.9","-","-"
"2022/09/22","05:42","1.8","269","2.2","24.2","1010.9","-","-"
"2022/09/22","05:48","1.4","261","2.2","24.2","1010.9","-","-"
"2022/09/22","05:54","1.7","252","2.2","24.2","1011","-","-"
"2022/09/22","06:00","1.9","254","2.4","24.2","1010.9","-","-"
"2022/09/22","06:06","1.8","254","2.3","24.2","1010.8","-","-"
"2022/09/22","06:12","2","229","2.4","24.3","1010.9","-","-"
"2022/09/22","06:18","1.9","216","2.4","24.4","1010.9","-","-"
"2022/09/22","06:24","2","216","2.3","24.5","1011.1","-","-"
"2022/09/22","06:30","1.9","233","2.3","24.5","1011.2","-","-"
"2022/09/22","06:36","1.3","261","2","24.3","1011.3","-","-"
"2022/09/22","06:42","2.1","270","2.5","24.2","1011.3","-","-"
"2022/09/22","06:48","1.8","266","2.6","24","1011.3","-","-"
"2022/09/22","06:54","1.9","255","2.6","24","1011.3","-","-"
"2022/09/22","07:00","2.1","256","2.8","23.9","1011.3","-","-"
"2022/09/22","07:06","1.7","259","3","23.8","1011.2","-","-"
"2022/09/22","07:12","1.8","263","3","23.8","1011.1","-","-"
"2022/09/22","07:18","1.8","257","2.5","23.8","1011.2","-","-"
"2022/09/22","07:24","1.8","248","2.6","23.9","1011.2","-","-"
"2022/09/22","07:30","1.8","257","2.6","23.9","1011.2","-","-"
"2022/09/22","07:36","2","240","2.4","23.9","1011.1","-","-"
"2022/09/22","07:42","2.1","244","2.7","24","1011","-","-"
"2022/09/22","07:48","1.9","253","2.5","24.3","1011","-","-"
"2022/09/22","07:54","1.7","255","2.3","24.5","1011","-","-"
"2022/09/22","08:00","2","241","2.6","24.4","1010.9","-","-"
"2022/09/22","08:06","2.3","256","3","24.5","1010.9","-","-"
"2022/09/22","08:12","2.1","263","3.3","24.7","1011","-","-"
"2022/09/22","08:18","2.8","254","4","24.6","1011","-","-"
"2022/09/22","08:24","2.8","267","3.7","24.7","1011","-","-"
"2022/09/22","08:30","3.3","261","4.1","24.6","1011","-","-"
"2022/09/22","08:36","3","263","4.9","24.6","1011","-","-"
"2022/09/22","08:42","3.1","261","3.9","24.6","1011","-","-"
"2022/09/22","08:48","2.7","259","4.6","24.7","1011","-","-"
"2022/09/22","08:54","2.5","248","3.7","24.9","1010.9","-","-"
"2022/09/22","09:00","2.9","242","3.8","24.9","1010.9","-","-"
"2022/09/22","09:06","3.4","239","4.4","25","1010.9","-","-"
"2022/09/22","09:12","2.6","246","4.9","25.1","1010.8","-","-"
"2022/09/22","09:18","3.4","229","5.1","25.2","1010.8","-","-"
"2022/09/22","09:24","3.7","234","4.8","25.5","1010.7","-","-"
"2022/09/22","09:30","3.4","232","5.6","25.6","1010.8","-","-"
"2022/09/22","09:36","3.5","218","4.5","25.8","1010.7","-","-"
"2022/09/22","09:42","3.8","232","4.9","25.7","1010.6","-","-"
"2022/09/22","09:48","4","215","5.3","25.9","1010.6","-","-"
"2022/09/22","09:54","4.5","218","5.8","26.2","1010.6","-","-"
"2022/09/22","10:00","4.4","237","5.9","26.3","1010.5","-","-"
"2022/09/22","10:06","4.7","219","5.5","26.5","1010.5","-","-"
"2022/09/22","10:12","5.2","224","6.4","26.6","1010.5","-","-"
"2022/09/22","10:18","5.2","238","6.9","26.8","1010.5","-","-"
"2022/09/22","10:24","5.3","223","6.2","27","1010.4","-","-"
"2022/09/22","10:30","4.7","232","6.9","27.2","1010.4","-","-"
"2022/09/22","10:36","5.6","225","6.6","27.3","1010.5","-","-"
"2022/09/22","10:42","5","225","6.2","27.3","1010.4","-","-"
"2022/09/22","10:48","5.5","230","6.5","27.4","1010.5","-","-"
"2022/09/22","10:54","4.6","229","6.2","27.6","1010.4","-","-"
"2022/09/22","11:00","4.8","222","6.9","27.7","1010.3","-","-"
"2022/09/22","11:06","4.4","221","5.4","27.9","1010.3","-","-"
"2022/09/22","11:12","4","234","5.6","27.9","1010.2","-","-"
"2022/09/22","11:18","4.5","225","5.8","28.1","1010.1","-","-"
"2022/09/22","11:24","4.9","215","6","28.2","1010","-","-"
"2022/09/22","11:30","4.5","213","6.8","28.4","1009.9","-","-"
"2022/09/22","11:36","5","216","6.2","28.4","1009.7","-","-"
"2022/09/22","11:42","3.9","212","5.9","28.8","1009.6","-","-"
"2022/09/22","11:48","3.9","222","6.5","28.6","1009.6","-","-"
"2022/09/22","11:54","4.6","217","6.6","29","1009.5","-","-"
"2022/09/22","12:00","4.1","216","6.1","29.1","1009.4","-","-"
"2022/09/22","12:06","3.8","211","6.7","29.3","1009.3","-","-"
"2022/09/22","12:12","4.7","221","6.4","29.3","1009.2","-","-"
"2022/09/22","12:18","4.5","232","5.7","29.2","1009.1","-","-"
"2022/09/22","12:24","4.8","208","6.4","29.5","1008.9","-","-"
"2022/09/22","12:30","5","219","6.6","29.5","1008.7","-","-"
"2022/09/22","12:36","4.6","213","6.6","29.8","1008.6","-","-"
"2022/09/22","12:42","5.4","222","6.6","29.7","1008.6","-","-"
"2022/09/22","12:48","5.3","215","6.1","29.7","1008.5","-","-"
"2022/09/22","12:54","5.3","218","7","29.7","1008.4","-","-"
"2022/09/22","13:00","4.5","211","6.6","30","1008.4","-","-"
"2022/09/22","13:06","5.7","206","7","30","1008.1","-","-"
"2022/09/22","13:12","5.2","201","7.1","30.1","1008.1","-","-"
"2022/09/22","13:18","4.2","187","6.1","30.1","1008","-","-"
"2022/09/22","13:24","6.3","172","7.8","28.8","1007.8","-","-"
"2022/09/22","13:30","6.7","168","7.7","28.6","1007.7","-","-"
"2022/09/22","13:36","7.3","181","8.1","28.3","1007.6","-","-"
"2022/09/22","13:42","6.6","174","7.9","28.3","1007.4","-","-"
"2022/09/22","13:48","8.2","176","8.8","28.2","1007.3","-","-"
"2022/09/22","13:54","7.9","176","9.3","28.2","1007.2","-","-"
"2022/09/22","14:00","7.2","174","8.8","28.5","1007","-","-"
"2022/09/22","14:06","8.2","180","9.8","28.2","1006.8","-","-"
"2022/09/22","14:12","6.7","184","8.4","28.6","1006.6","-","-"
"2022/09/22","14:18","6.9","187","8.5","28.9","1006.5","-","-"
"2022/09/22","14:24","7.5","172","8.6","28.8","1006.2","-","-"
"2022/09/22","14:30","7.7","177","8.7","28.4","1006.2","-","-"
"2022/09/22","14:36","9.1","179","10.6","28","1006","-","-"
"2022/09/22","14:42","9.7","184","11","28","1005.8","-","-"
"2022/09/22","14:48","9.4","186","11.1","28","1005.7","-","-"
"2022/09/22","14:54","9.8","186","11.3","28","1005.7","-","-"
"2022/09/22","15:00","9.4","189","11","28.1","1005.7","-","-"
"2022/09/22","15:06","9.9","187","10.8","28.1","1005.6","-","-"
"2022/09/22","15:12","9.5","182","10.7","28.2","1005.5","-","-"
"2022/09/22","15:18","9.6","186","11.1","28.2","1005.4","-","-"
"2022/09/22","15:24","10","189","11.1","28.3","1005.3","-","-"
"2022/09/22","15:30","9.8","187","10.5","28.3","1005.2","-","-"
"2022/09/22","15:36","8.7","182","10.1","28.3","1005.2","-","-"
"2022/09/22","15:42","8.7","184","10.3","28.4","1005.1","-","-"
"2022/09/22","15:48","7.8","185","9.5","28.5","1005","-","-"
"2022/09/22","15:54","8.5","183","9.3","28.7","1004.9","-","-"
"2022/09/22","16:00","8.9","187","9.8","28.8","1004.7","-","-"
"2022/09/22","16:06","8.6","188","9.8","28.9","1004.6","-","-"
"2022/09/22","16:12","8.9","187","10","28.7","1004.7","-","-"
"2022/09/22","16:18","9.4","185","10.7","28.6","1004.6","-","-"
"2022/09/22","16:24","9.2","187","10.7","28.8","1004.5","-","-"
"2022/09/22","16:30","8.8","189","10.2","28.7","1004.5","-","-"
"2022/09/22","16:36","9.2","184","10.2","28.7","1004.5","-","-"
"2022/09/22","16:42","8.9","184","9.7","28.8","1004.5","-","-"
"2022/09/22","16:48","8.9","188","9.8","28.9","1004.5","-","-"
"2022/09/22","16:54","9.2","187","9.8","28.8","1004.4","-","-"
"2022/09/22","17:00","9.1","188","9.9","28.9","1004.4","-","-"
"2022/09/22","17:06","8.6","190","9.4","28.9","1004.4","-","-"
"2022/09/22","17:12","8.1","186","8.9","29","1004.5","-","-"
"2022/09/22","17:18","7.6","190","8.9","29.1","1004.4","-","-"
"2022/09/22","17:24","8.4","192","9.1","29.2","1004.4","-","-"
"2022/09/22","17:30","8","190","9.5","29.2","1004.3","-","-"
"2022/09/22","17:36","8.3","196","9.1","29.3","1004.3","-","-"
"2022/09/22","17:42","8.4","196","9.5","29.3","1004.3","-","-"
"2022/09/22","17:48","7.7","200","9","29.2","1004.2","-","-"
"2022/09/22","17:54","7.8","208","9","29.5","1004.3","-","-"
"2022/09/22","18:00","7.2","211","9.5","29.7","1004.2","-","-"
"2022/09/22","18:06","7.1","211","9.1","29.4","1004.1","-","-"
"2022/09/22","18:12","8","200","9.1","29.1","1004.1","-","-"
"2022/09/22","18:18","8.6","205","9.4","29.1","1004.1","-","-"
"2022/09/22","18:24","8.3","203","9.5","28.9","1004","-","-"
"2022/09/22","18:30","8","210","9.4","29.1","1004","-","-"
"2022/09/22","18:36","8.5","206","9.6","28.8","1004","-","-"
"2022/09/22","18:42","8.4","205","9.5","28.7","1003.9","-","-"
"2022/09/22","18:48","7.6","206","10","28.6","1003.8","-","-"
"2022/09/22","18:54","7.9","207","9","28.4","1003.8","-","-"
"2022/09/22","19:00","8.3","209","9.7","28.4","1003.8","-","-"
"2022/09/22","19:06","7.3","214","9.2","28.4","1003.8","-","-"
"2022/09/22","19:12","8","217","9.5","28.3","1003.7","-","-"
"2022/09/22","19:18","7.4","205","9.1","28.2","1003.5","-","-"
"2022/09/22","19:24","7.8","210","8.7","28.1","1003.4","-","-"
"2022/09/22","19:30","7.3","222","10","28","1004","-","-"
"2022/09/22","19:36","6.8","222","8.5","28","1004.1","-","-"
"2022/09/22","19:42","4.6","261","7.9","28.1","1005.2","-","-"
"2022/09/22","19:48","10","318","17.1","24.9","1006.1","-","-"
"2022/09/22","19:54","9.1","322","12.8","23.8","1005.8","-","-"
"2022/09/22","20:00","7","327","12.3","23.6","1005.7","-","-"
"2022/09/22","20:06","6.7","320","11","23.5","1005.6","-","-"
"2022/09/22","20:12","3.7","292","8","23.8","1005.6","-","-"
"2022/09/22","20:18","3.3","263","5.1","23.8","1005.6","-","-"
"2022/09/22","20:24","2.9","256","3.8","24","1005.5","-","-"
"2022/09/22","20:30","3.2","227","3.9","24.3","1005.4","-","-"
"2022/09/22","20:36","2.7","233","3.7","24.4","1005.4","-","-"
"2022/09/22","20:42","1.6","247","2.7","24.6","1005.6","-","-"
"2022/09/22","20:48","1.4","314","2.9","24.8","1006","-","-"
"2022/09/22","20:54","1.9","299","2.7","24.8","1006.2","-","-"
"2022/09/22","21:00","2.1","293","3.1","25","1006.3","-","-"
"2022/09/22","21:06","3","295","4.2","25.2","1006.4","-","-"
"2022/09/22","21:12","2.7","303","4.3","25.3","1006.4","-","-"
"2022/09/22","21:18","3.4","309","5.2","25.4","1006.6","-","-"
"2022/09/22","21:24","4.3","318","5.6","25.8","1006.6","-","-"
"2022/09/22","21:30","3.4","322","5.1","25.5","1006.7","-","-"
"2022/09/22","21:36","3.1","320","5.1","25.4","1006.8","-","-"
"2022/09/22","21:42","3.9","323","5.1","25.4","1006.9","-","-"
"2022/09/22","21:48","4","324","5.7","25.4","1007","-","-"
"2022/09/22","21:54","4.6","335","6.4","25.3","1007.1","-","-"
"2022/09/22","22:00","5.9","337","7.4","25.3","1007.3","-","-"
"2022/09/22","22:06","5.8","334","7.4","25.2","1007.4","-","-"
"2022/09/22","22:12","6.8","338","9.4","25.2","1007.5","-","-"
"2022/09/22","22:18","7.2","333","10.1","25.2","1007.8","-","-"
"2022/09/22","22:24","8","342","12.4","25.1","1007.9","-","-"
"2022/09/22","22:30","8.3","347","10.6","25","1008","-","-"
"2022/09/22","22:36","6.6","345","10","24.8","1008.1","-","-"
"2022/09/22","22:42","6.3","345","9.3","24.5","1008.3","-","-"
"2022/09/22","22:48","9.9","338","13.6","24.4","1008.4","-","-"
"2022/09/22","22:54","9.7","351","14.5","24.6","1008.5","-","-"
"2022/09/22","23:00","9.6","346","13.7","24.3","1008.7","-","-"
"2022/09/22","23:06","8.9","344","13.3","24.2","1008.9","-","-"
"2022/09/22","23:12","9.4","342","12.2","24.1","1009.1","-","-"
"2022/09/22","23:18","9.3","343","13.9","24","1009.1","-","-"
"2022/09/22","23:24","9.6","352","12.9","23.8","1009.2","-","-"
"2022/09/22","23:30","8.3","352","12.5","23.7","1009.4","-","-"
"2022/09/22","23:36","6.6","348","10.2","23.5","1009.6","-","-"
"2022/09/22","23:42","6.9","359","9.1","23.4","1009.6","-","-"
"2022/09/22","23:48","6.9","356","9.3","23.3","1009.7","-","-"
"2022/09/22","23:54","7","345","10.2","23.2","1009.8","-","-"
"2022/09/23","00:00","7.4","347","10.3","23.1","1009.8","-","-"
"2022/09/23","00:06","7.8","357","9.4","22.9","1009.6","-","-"
"2022/09/23","00:12","6.5","353","9.1","22.7","1009.7","-","-"
"2022/09/23","00:18","7.8","345","10.1","22.5","1009.7","-","-"
"2022/09/23","00:24","6","344","8.5","22.4","1009.8","-","-"
"2022/09/23","00:30","6.9","338","9.6","22.2","1009.9","-","-"
"2022/09/23","00:36","6.4","339","9.3","22.1","1009.9","-","-"
"2022/09/23","00:42","6.7","339","8.7","21.9","1009.9","-","-"
"2022/09/23","00:48","7.4","339","9.7","21.9","1009.9","-","-"
"2022/09/23","00:54","7.3","334","9.6","21.6","1010.1","-","-"
"2022/09/23","01:00","6.3","336","9.6","21.6","1010.2","-","-"
"2022/09/23","01:06","8.7","335","11.3","21.7","1010.3","-","-"
"2022/09/23","01:12","6.1","335","9.5","21.5","1010.3","-","-"
"2022/09/23","01:18","7.1","338","9.8","21.3","1010.4","-","-"
"2022/09/23","01:24","6.9","338","10","21.3","1010.3","-","-"
"2022/09/23","01:30","6.9","337","9.1","21.1","1010.4","-","-"
"2022/09/23","01:36","7.5","332","11.3","21","1010.3","-","-"
"2022/09/23","01:42","8.1","333","11.1","21","1010.4","-","-"
"2022/09/23","01:48","7.9","339","10.3","21","1010.5","-","-"
"2022/09/23","01:54","6.1","335","9","20.9","1010.7","-","-"
"2022/09/23","02:00","6.4","339","9.5","20.8","1010.7","-","-"
"2022/09/23","02:06","7.4","333","9.2","20.8","1010.8","-","-"
"2022/09/23","02:12","6.9","334","9.3","20.7","1010.8","-","-"
"2022/09/23","02:18","6.3","336","9.9","20.6","1010.7","-","-"
"2022/09/23","02:24","8.2","336","9.9","20.5","1011","-","-"
"2022/09/23","02:30","7.7","337","11.8","20.5","1010.9","-","-"
"2022/09/23","02:36","7.3","339","9.3","20.5","1011","-","-"
"2022/09/23","02:42","7.2","341","9.4","20.5","1011","-","-"
"2022/09/23","02:48","8.1","340","10.4","20.4","1011","-","-"
"2022/09/23","02:54","7.4","347","9.8","20.4","1011.1","-","-"
"2022/09/23","03:00","6.8","349","9.5","20.4","1011.3","-","-"
"2022/09/23","03:06","6.2","348","10.9","20.3","1011.3","-","-"
"2022/09/23","03:12","7.6","348","10.1","20.2","1011.4","-","-"
"2022/09/23","03:18","8.1","355","10.5","20","1011.5","-","-"
"2022/09/23","03:24","8","348","10.5","19.9","1011.5","-","-"
"2022/09/23","03:30","8.2","358","10.6","19.8","1011.6","-","-"
"2022/09/23","03:36","7","356","10.7","19.7","1011.8","-","-"
"2022/09/23","03:42","7.1","2","9.9","19.6","1011.8","-","-"
"2022/09/23","03:48","6.7","358","8.8","19.4","1011.9","-","-"
"2022/09/23","03:54","6","355","8.5","19.4","1011.9","-","-"
"2022/09/23","04:00","6.2","359","9.2","19.2","1012","-","-"
"2022/09/23","04:06","6.3","354","7.8","19","1012","-","-"
"2022/09/23","04:12","6.4","356","8.3","18.9","1012","-","-"
"2022/09/23","04:18","6.6","358","7.9","18.9","1012","-","-"
"2022/09/23","04:24","6.8","353","9.5","18.8","1012","-","-"
"2022/09/23","04:30","7.1","349","9","18.6","1012.2","-","-"
"2022/09/23","04:36","5.7","353","8.4","18.5","1012.2","-","-"
"2022/09/23","04:42","6.4","357","8.5","18.4","1012.2","-","-"
"2022/09/23","04:48","7.3","353","9.4","18.3","1012.3","-","-"
"2022/09/23","04:54","7.1","350","9.1","18.1","1012.5","-","-"
"2022/09/23","05:00","6.7","0","8.4","18.1","1012.7","-","-"
"2022/09/23","05:06","6.9","354","8.6","18","1012.8","-","-"
"2022/09/23","05:12","6.3","353","9.4","18","1012.8","-","-"
"2022/09/23","05:18","8","358","10.2","17.9","1012.8","-","-"
"2022/09/23","05:24","8.3","5","12.2","17.8","1012.9","-","-"
"2022/09/23","05:30","8.5","4","11.2","17.7","1013.1","-","-"
"2022/09/23","05:36","8.3","1","10.3","17.5","1013.2","-","-"
"2022/09/23","05:42","9.5","3","11.4","17.5","1013.4","-","-"
"2022/09/23","05:48","8","358","11.7","17.5","1013.4","-","-"
"2022/09/23","05:54","8.8","0","12.6","17.5","1013.5","-","-"
"2022/09/23","06:00","10.5","1","13.1","17.3","1013.6","-","-"
"2022/09/23","06:06","8.8","4","11.5","17.2","1013.8","-","-"
"2022/09/23","06:12","9.9","2","11.8","17.1","1013.8","-","-"
"2022/09/23","06:18","8.1","1","10.2","17.1","1014","-","-"
"2022/09/23","06:24","8.5","4","11.8","17","1014.1","-","-"
"2022/09/23","06:30","7.2","2","10.2","16.9","1014.2","-","-"
"2022/09/23","06:36","6.4","3","9","16.8","1014.3","-","-"
"2022/09/23","06:42","6.1","355","8.5","16.7","1014.4","-","-"
"2022/09/23","06:48","5.9","352","8","16.7","1014.5","-","-"
"2022/09/23","06:54","7.5","4","9.5","16.6","1014.7","-","-"
"2022/09/23","07:00","7.9","5","10.4","16.4","1014.9","-","-"
"2022/09/23","07:06","6.9","4","10.4","16.5","1014.9","-","-"
"2022/09/23","07:12","7","8","9.2","16.4","1015","-","-"
"2022/09/23","07:18","5.3","7","9.6","16.4","1015.1","-","-"
"2022/09/23","07:24","4.1","347","6.3","16.4","1015.2","-","-"
"2022/09/23","07:30","4.6","341","5.7","16.1","1015.2","-","-"
"2022/09/23","07:36","5","360","6.3","16.2","1015.3","-","-"
"2022/09/23","07:42","5","4","7.4","16.2","1015.3","-","-"
"2022/09/23","07:48","6.6","359","7.8","16","1015.4","-","-"
"2022/09/23","07:54","5.6","3","8.7","16.1","1015.5","-","-"
"2022/09/23","08:00","5.9","3","6.9","16.1","1015.7","-","-"
"2022/09/23","08:06","6.4","4","8.5","16","1015.7","-","-"
"2022/09/23","08:12","6.2","4","8.5","16.1","1015.7","-","-"
"2022/09/23","08:18","7.1","4","9.4","15.9","1015.8","-","-"
"2022/09/23","08:24","6.9","3","10.1","16","1015.9","-","-"
"2022/09/23","08:30","7.1","0","9.7","16.1","1015.9","-","-"
"2022/09/23","08:36","8.3","3","12.1","16.1","1015.9","-","-"
"2022/09/23","08:42","7.2","5","10.7","16.3","1016","-","-"
"2022/09/23","08:48","8.3","358","11","16.3","1016","-","-"
"2022/09/23","08:54","8.8","359","10.7","16.3","1016","-","-"
"2022/09/23","09:00","8.8","5","12","16.5","1016.1","-","-"
"2022/09/23","09:06","9.8","354","11.6","16.3","1016.1","-","-"
"2022/09/23","09:12","9.5","2","12","16.6","1016.2","-","-"
"2022/09/23","09:18","8.1","0","12.2","16.9","1016.2","-","-"
"2022/09/23","09:24","8.3","2","11.8","17","1016.3","-","-"
"2022/09/23","09:30","9.9","356","15.3","16.9","1016.4","-","-"
"2022/09/23","09:36","10.5","7","13.7","17","1016.5","-","-"
"2022/09/23","09:42","7.6","3","12.2","17.4","1016.6","-","-"
"2022/09/23","09:48","9.4","344","12.4","17.6","1016.6","-","-"
"2022/09/23","09:54","7.6","357","11.1","17.6","1016.7","-","-"
"2022/09/23","10:00","11","1","12.9","17.4","1016.9","-","-"
"2022/09/23","10:06","13.2","7","16.3","17.4","1016.9","-","-"
"2022/09/23","10:12","11.1","358","14.5","17.5","1016.9","-","-"
"2022/09/23","10:18","9.3","359","14.8","17.8","1016.8","-","-"
"2022/09/23","10:24","8.5","3","10.2","17.8","1016.9","-","-"
"2022/09/23","10:30","9","6","10.8","18","1017","-","-"
"2022/09/23","10:36","10.2","8","12.6","18","1017","-","-"
"2022/09/23","10:42","6.7","350","11.7","18.4","1017.1","-","-"
"2022/09/23","10:48","9.2","337","11.4","18.3","1017.1","-","-"
"2022/09/23","10:54","8","353","11.3","18.3","1017","-","-"
"2022/09/23","11:00","8.1","358","11.3","18.4","1017.1","-","-"
"2022/09/23","11:06","8.7","352","11.6","18.6","1017.1","-","-"
"2022/09/23","11:12","9.1","354","11.9","18.3","1017.1","-","-"
"2022/09/23","11:18","8.7","3","11.5","18.4","1017.2","-","-"
"2022/09/23","11:24","8.4","5","12","18.7","1017.2","-","-"
"2022/09/23","11:30","8","4","10.9","18.8","1017.2","-","-"
"2022/09/23","11:36","6.9","1","8.5","19","1017.2","-","-"
"2022/09/23","11:42","8.6","3","10.7","18.8","1017.3","-","-"
"2022/09/23","11:48","8","356","11.4","19.3","1017.2","-","-"
"2022/09/23","11:54","8.1","356","10.9","19.2","1017.2","-","-"
"2022/09/23","12:00","8.1","9","10.2","19.1","1017.2","-","-"
"2022/09/23","12:06","8.7","5","10.3","19.3","1017.2","-","-"
"2022/09/23","12:12","7","332","9.2","19.7","1017.3","-","-"
"2022/09/23","12:18","6","331","7.6","20.1","1017.2","-","-"
"2022/09/23","12:24","6.5","341","9.9","19.8","1017.2","-","-"
"2022/09/23","12:30","5.6","318","9.4","20.4","1017.2","-","-"
"2022/09/23","12:36","7.3","321","9.7","20.3","1017.1","-","-"
"2022/09/23","12:42","7.2","350","9.1","20.1","1017.1","-","-"
"2022/09/23","12:48","7.4","335","9.7","20.3","1017.1","-","-"
"2022/09/23","12:54","5.5","2","9","20.2","1017","-","-"
"2022/09/23","13:00","6.2","336","9.3","20.5","1017","-","-"
"2022/09/23","13:06","6.4","353","8.6","20.6","1017","-","-"
"2022/09/23","13:12","6.2","351","9.8","20.5","1016.9","-","-"
"2022/09/23","13:18","6.1","334","8.7","20.7","1017","-","-"
"2022/09/23","13:24","6.7","347","9.1","20.8","1016.9","-","-"
"2022/09/23","13:30","6.3","326","8.5","21.1","1016.8","-","-"
"2022/09/23","13:36","7.3","352","9.8","20.8","1016.7","-","-"
"2022/09/23","13:42","5.8","353","9.6","20.9","1016.7","-","-"
"2022/09/23","13:48","5.2","344","8.7","21","1016.7","-","-"
"2022/09/23","13:54","6.2","6","7.9","21.2","1016.6","-","-"
"2022/09/23","14:00","6.6","1","8.9","21.2","1016.6","-","-"
"2022/09/23","14:06","6.8","320","9","21.4","1016.6","-","-"
"2022/09/23","14:12","6.3","359","7.5","21.2","1016.5","-","-"
"2022/09/23","14:18","6.6","351","8.1","21.6","1016.5","-","-"
"2022/09/23","14:24","6.5","324","9.3","21.4","1016.5","-","-"
"2022/09/23","14:30","6.3","320","8","21.6","1016.5","-","-"
"2022/09/23","14:36","6.3","352","7.9","21.6","1016.4","-","-"
"2022/09/23","14:42","6.7","346","8.8","21.4","1016.4","-","-"
"2022/09/23","14:48","6.8","324","9.1","21.7","1016.4","-","-"
"2022/09/23","14:54","6.5","335","8.6","21.7","1016.4","-","-"
"2022/09/23","15:00","6.3","337","9.2","21.6","1016.4","-","-"
"2022/09/23","15:06","5.2","327","7.7","22.1","1016.3","-","-"
"2022/09/23","15:12","6.4","352","7.8","21.8","1016.3","-","-"
"2022/09/23","15:18","6.1","351","8.4","21.9","1016.2","-","-"
"2022/09/23","15:24","6","334","8.3","22.2","1016.2","-","-"
"2022/09/23","15:30","4.6","357","7.3","21.8","1016.2","-","-"
